index,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21
20,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,804,815.8864746,855.8864746,817.6464844,815.642395,805.8005371,845.8005371,812.4299316,816.5636597,831.4702148,851.887146
21,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,803.75,815.8864746,855.8864746,817.6464844,815.550415,805.140564,845.140564,812.249939,816.5636597,831.4702148,851.887146
22,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,803.5,815.8864746,855.8864746,817.6464844,815.4584351,804.4805908,844.4805908,812.0699463,816.5636597,831.4702148,851.887146
23,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,803.25,815.8864746,855.8864746,817.6464844,815.3664551,803.8206177,843.8206177,811.8899536,816.5636597,831.4702148,851.887146
24,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,803,815.8864746,855.8864746,817.6464844,815.2744751,803.1606445,843.1606445,811.7099609,816.5636597,831.4702148,851.887146
25,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,802.75,815.8864746,855.8864746,817.6464844,815.1824951,802.5006714,842.5006714,811.5299683,816.5636597,831.4702148,851.887146
26,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,802.5,815.8864746,855.8864746,817.6464844,815.0905151,801.8406982,841.8406982,811.3499756,816.5636597,831.4702148,851.887146
27,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,802.25,815.8864746,855.8864746,817.6464844,814.9985352,801.1807251,841.1807251,811.1699829,816.5636597,831.4702148,851.887146
28,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,802,815.8864746,855.8864746,817.6464844,814.9065552,800.520752,840.520752,810.9899902,816.5636597,831.4702148,851.887146
29,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,801.75,815.8864746,855.8864746,817.6464844,814.8145752,799.8607788,839.8607788,810.8099976,816.5636597,831.4702148,851.887146
30,817.5594482,817.416687,817.8955078,797.2453613,875.5311279,818.5166016,817.5594482,810.8104248,816.4799194,815.5126343,855.5126343,801.5,815.8864746,855.8864746,817.6464844,814.7225952,799.2008057,839.2008057,810.6300049,816.5636597,831.4702148,851.887146
